pm_sepuluh,pm_duakomalima,sulfur_dioksida,karbon_monoksida,ozon,nitrogen_dioksida,cluster_kmeans_k4,cluster_minibatch_k9
81,121,46,22,28,9,0,2
60,81,36,21,27,16,0,0
71,100,39,18,27,16,0,2
61,89,38,18,27,12,0,0
71,101,40,18,30,12,0,2
66,94,37,16,28,13,0,0
69,97,41,15,24,12,0,2
74,108,45,17,26,9,0,2
79,117,47,18,26,9,0,2
76,111,46,16,26,9,0,2
49,101,45,15,26,11,0,2
49,107,41,15,29,12,0,2
49,92,38,18,25,9,0,0
49,94,38,26,18,22,0,0
49,67,38,13,22,14,1,0
49,73,41,14,22,16,0,0
24,52,40,8,17,29,1,6
43,61,40,16,16,58,3,4
41,60,40,12,21,52,2,4
29,56,39,11,24,45,2,6
40,72,42,12,23,53,2,4
27,55,41,9,26,34,2,6
28,54,43,12,19,63,2,4
28,49,42,10,18,59,2,4
38,60,42,11,20,47,2,4
35,61,45,11,25,47,2,4
46,71,49,11,32,47,2,4
77,105,50,16,31,60,3,4
62,86,51,11,28,41,2,4
47,69,47,12,21,52,2,4
58,77,45,14,21,52,2,4
52,71,47,20,21,86,3,4
35,59,45,13,25,57,2,4
52,77,50,14,27,56,2,4
42,67,49,10,27,44,2,4
43,69,50,9,29,51,2,4
36,67,54,9,30,44,2,4
52,77,51,10,26,48,2,4
56,80,51,11,28,49,2,4
60,82,51,13,25,52,2,4
51,76,51,11,26,46,2,4
56,76,52,11,28,44,2,4
64,84,52,12,29,44,2,4
51,65,49,12,25,43,2,4
40,59,50,11,20,45,2,4
23,57,50,8,26,31,2,6
32,59,51,7,23,35,2,6
44,57,22,7,19,11,1,3
54,80,23,16,20,20,0,0
57,76,23,12,19,26,3,0
58,78,24,12,28,22,0,0
60,83,24,13,25,20,0,0
52,69,23,9,32,17,1,0
49,58,22,14,21,14,1,3
41,62,24,9,21,22,1,3
61,81,23,14,21,17,0,0
58,86,25,11,28,25,0,0
70,110,28,12,32,29,0,7
91,140,28,18,32,26,0,7
81,113,26,12,28,20,0,0
57,81,25,10,24,16,0,0
71,104,24,17,23,27,0,7
50,88,33,16,19,33,3,7
64,101,34,15,19,37,3,7
56,83,29,16,14,45,3,7
71,117,30,24,14,55,3,7
73,117,29,23,19,51,3,7
61,86,29,15,19,33,3,7
60,117,28,21,24,40,3,7
66,98,30,16,29,28,0,7
60,87,31,13,21,37,3,7
60,94,27,17,14,40,3,7
54,84,26,21,12,48,3,8
51,93,29,15,13,34,3,7
59,94,31,14,18,35,3,7
55,92,32,14,12,36,3,7
51,70,33,13,9,25,1,0
55,79,30,12,12,28,3,0
51,67,30,15,11,35,3,0
23,53,26,17,9,35,1,3
37,60,30,22,6,37,3,8
61,88,43,18,10,43,3,4
36,65,29,14,15,38,3,6
69,106,32,35,14,50,3,8
53,82,28,12,14,26,3,0
57,101,31,14,11,34,3,7
64,118,33,23,17,45,3,7
64,114,35,21,17,52,3,7
57,96,28,16,24,36,3,7
66,115,26,15,21,34,3,7
55,80,27,22,8,44,3,8
65,97,26,20,24,40,3,7
68,88,37,19,18,11,0,0
78,105,38,20,19,14,0,0
57,78,35,15,20,12,0,0
77,109,36,22,22,10,0,0
86,129,37,25,23,13,0,2
66,87,37,16,23,8,0,0
84,129,37,24,23,10,0,2
68,99,36,19,27,9,0,0
70,97,39,18,22,10,0,0
65,87,38,15,19,9,0,0
64,86,37,19,19,13,0,0
66,93,39,16,18,13,0,0
79,115,41,17,19,9,0,2
69,106,37,17,18,8,0,0
60,72,43,18,12,21,2,0
60,86,37,15,20,12,0,0
51,73,41,16,19,14,0,0
35,57,34,17,16,7,1,3
52,70,36,26,10,31,3,8
71,95,49,21,13,20,0,2
43,64,36,15,20,7,1,0
71,104,40,27,18,16,0,0
53,74,34,12,24,12,0,0
72,103,41,16,20,9,0,2
76,113,38,23,28,13,0,2
87,120,47,24,20,16,0,2
68,91,37,16,25,8,0,0
72,107,37,18,28,7,0,0
58,78,35,25,12,25,3,0
68,99,39,23,15,10,0,0
49,80,33,10,22,23,0,0
68,98,38,14,22,40,3,7
56,89,36,14,26,50,3,7
93,133,33,26,21,59,3,7
56,90,34,13,26,36,3,7
60,98,35,15,27,38,3,7
64,105,35,17,24,39,3,7
55,82,35,14,24,39,3,7
59,99,39,15,27,49,3,7
58,95,41,12,25,40,2,7
49,74,37,14,23,43,3,4
55,84,40,12,21,47,3,4
53,85,40,11,22,35,2,7
48,82,39,9,23,26,2,0
54,78,38,13,12,53,3,4
58,84,38,16,17,53,3,4
26,59,37,9,22,29,1,6
24,51,34,10,14,40,1,6
51,72,41,26,10,103,3,4
69,96,44,22,18,83,3,4
32,61,38,10,22,34,2,6
59,88,41,20,20,60,3,4
51,74,41,8,22,26,2,6
63,90,43,14,17,53,3,4
65,97,40,18,21,61,3,4
52,72,40,17,20,65,3,4
59,91,42,13,23,42,2,7
69,103,43,16,25,44,3,7
53,68,38,19,12,57,3,4
79,89,41,24,15,59,3,4
64,105,21,14,28,16,0,0
85,127,23,14,28,18,0,7
68,101,22,11,27,23,0,0
83,124,21,20,24,22,0,7
88,139,23,19,25,32,0,7
68,96,21,14,27,29,3,7
86,122,27,23,33,29,0,7
62,76,24,14,25,25,0,0
72,100,25,14,27,28,0,7
65,91,26,12,25,28,0,0
68,102,27,12,33,21,0,0
70,104,28,12,29,24,0,7
70,102,28,11,29,19,0,0
76,110,27,12,29,22,0,7
82,118,27,15,27,24,0,7
80,119,28,13,28,20,0,7
74,104,28,10,26,17,0,0
86,117,29,12,26,17,0,0
68,96,35,15,24,25,0,0
66,71,26,16,23,28,3,0
55,77,27,10,29,16,0,0
54,78,27,8,22,15,0,0
12,49,21,6,29,23,1,3
24,79,23,14,26,43,3,7
29,87,23,16,30,55,3,7
21,78,23,11,26,42,3,7
27,105,24,15,30,46,3,7
18,61,22,7,38,23,1,3
35,69,23,12,21,37,3,8
23,61,22,9,31,41,3,3
21,86,23,9,30,33,3,7
28,84,23,12,25,38,3,7
52,87,30,9,33,36,3,7
70,132,27,16,33,51,3,7
62,104,28,9,32,31,0,7
50,77,26,9,37,36,3,7
64,115,25,12,30,42,3,7
59,108,26,18,42,49,3,7
58,94,25,10,31,37,3,7
53,82,25,9,32,31,3,7
53,86,26,8,37,26,0,0
48,78,28,7,37,28,0,0
54,88,29,9,30,37,3,7
60,102,29,10,31,42,3,7
65,112,29,12,30,44,3,7
55,97,29,9,32,33,0,7
59,100,29,8,32,32,0,7
60,109,31,9,38,30,0,7
54,83,24,10,35,30,0,7
59,87,25,15,26,48,3,7
46,73,25,9,27,33,3,0
47,71,25,8,22,31,3,0
